index,Event Name,Swim time,Swim date,Event description,Team Code,Team Name,Athlete Full Name,Gender,Athlete birth date,Rank_Order,City,Country Code,Duration (hh:mm:ss:ff)
4253,TYR Pro Swim Series Des Moines 2020,04:32.5,3/6/2020,Women 400 Medley LCM Female,USA,United States of America,"MARGALIS, Melanie",F,12/30/1991,54,Des Moines,USA,0:04:32:53
4254,Olympic Games Rio 2016,04:32.5,8/6/2016,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,55,Rio de Janeiro,BRA,0:04:32:54
4255,19th FINA World Championships Budapest 2022,04:32.7,6/25/2022,Women 400 Medley LCM Female,USA,United States of America,"GRIMES, Katie",F,1/8/2006,56,Budapest,HUN,0:04:32:67
4256,British Gas Swimming Championships 2012,04:32.7,3/3/2012,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,57,London,GBR,0:04:32:67
4257,Italy Invite,04:32.7,4/30/2016,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,58,,ITA,0:04:32:68
4258,Energy Standard Cup 2016,04:32.7,4/30/2016,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,59,Lignano Sabbiadoro,ITA,0:04:32:68
4259,15th FINA World Championships 2013,04:32.7,8/4/2013,Women 400 Medley LCM Female,USA,United States of America,"DI RADO, Maya",F,4/5/1993,60,Barcelona,ESP,0:04:32:70
4260,15th FINA World Championships 2013,04:32.7,8/4/2013,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,61,Barcelona,ESP,0:04:32:72
4261,13th FINA World Championships 2009,04:32.7,8/2/2009,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,62,Rome,ITA,0:04:32:72
4262,McDonald’s Queensland Championships 2020,04:32.7,12/13/2020,Women 400 Medley LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,7/12/2001,63,Brisbane,AUS,0:04:32:73
4263,Olympic Games Rio 2016,04:32.8,8/6/2016,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,64,Rio de Janeiro,BRA,0:04:32:75
4264,Olympic Games Tokyo 2020,04:32.8,7/25/2021,Women 400 Medley LCM Female,USA,United States of America,"WEYANT, Emma",F,12/24/2001,65,Tokyo,JPN,0:04:32:76
4265,16th FINA World Championships 2015,04:32.8,8/9/2015,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,66,Kazan,RUS,0:04:32:78
4266,Indianapolis Grand Prix 2012,04:32.8,3/29/2012,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,67,Indianapolis,USA,0:04:32:83
4267,Mare Nostrum - 37th Meeting International de Natation de Monte Carlo 2019,04:32.9,6/8/2019,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,68,Monaco,MON,0:04:32:87
4268,17th FINA World Championships 2017,04:32.9,7/30/2017,Women 400 Medley LCM Female,CAN,Canada,"PICKREM, Sydney",F,5/21/1997,69,Budapest,HUN,0:04:32:88
4269,12th FINA World Championships 2007,04:32.9,4/1/2007,Women 400 Medley LCM Female,USA,United States of America,"HOFF, Katie",F,6/3/1989,70,Melbourne,AUS,0:04:32:89
4270,Olympic Games London 2012,04:32.9,7/28/2012,Women 400 Medley LCM Female,CHN,People's Republic of China,"LI, Xuanxu",F,2/5/1994,71,London,GBR,0:04:32:91
4271,Spanish Open Spring Swimming Championships ,04:32.9,4/10/2014,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,72,Palma de Mallorca,ESP,0:04:32:92
4272,17th Asian Games 2014,04:33.0,9/23/2014,Women 400 Medley LCM Female,CHN,People's Republic of China,"YE, Shiwen",F,3/1/1996,73,Incheon,KOR,0:04:32:97
4273,US National Championships (50m),04:33.0,8/6/2014,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,8/18/1992,74,Irvine,USA,0:04:32:98
4274,20th Commonwealth Games 2014,04:33.0,7/24/2014,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,2/26/1993,75,Glasgow,GBR,0:04:33:01
4275,Japan National Championships (50m),04:33.0,4/8/2019,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10/18/1995,76,Tokyo,JPN,0:04:33:02
4276,Malmsten Swim Open Stockholm,04:33.1,4/13/2019,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,77,Stockholm,SWE,0:04:33:06
4277,European Championships 2010,04:33.1,8/9/2010,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,78,Budapest,HUN,0:04:33:09
4278,European Championships 2014,04:33.1,8/18/2014,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,79,Berlin,GER,0:04:33:13
4279,Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2014,04:33.3,6/14/2014,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,80,Barcelona,ESP,0:04:33:25
4280,7th National City Games 2011,04:33.3,10/17/2011,Women 400 Medley LCM Female,CHN,People's Republic of China,"LI, Xuanxu",F,2/5/1994,81,Nanchang,CHN,0:04:33:34
4281,British Championships 2016,04:33.4,4/12/2016,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,82,Glasgow,GBR,0:04:33:40
4282,Spanish Open National Championships ,04:33.4,3/20/2016,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,83,Sabadell,ESP,0:04:33:42
4283,2012 EnergyAustralia Swimming,04:33.5,3/15/2012,Women 400 Medley LCM Female,AUS,Australia,"RICE, Stephanie",F,6/17/1988,84,Adelaide,AUS,0:04:33:45
4284,Olympic Games London 2012,04:33.5,7/28/2012,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,85,London,GBR,0:04:33:49
4285,Olympic Games Rio 2016,04:33.5,8/6/2016,Women 400 Medley LCM Female,USA,United States of America,"DI RADO, Maya",F,4/5/1993,86,Rio de Janeiro,BRA,0:04:33:50
4286,Chinese National Championships (50m),04:33.5,9/4/2013,Women 400 Medley LCM Female,CHN,People's Republic of China,"ZHOU, Min",F,12/16/1997,87,Shenyang ,CHN,0:04:33:50
4287,Mare Nostrum -  Meeting International de Canet-en-Roussillon 2015,04:33.5,6/7/2015,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,88,Canet-en-Roussillon,FRA,0:04:33:51
4288,Santa Clara GP 2014,04:33.5,6/19/2014,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,8/18/1992,89,Santa Clara,USA,0:04:33:52
4289,Olympic Games Tokyo 2020,04:33.5,7/24/2021,Women 400 Medley LCM Female,USA,United States of America,"WEYANT, Emma",F,12/24/2001,90,Tokyo,JPN,0:04:33:55
4290,2016 Atlanta Classic Swim Meet,04:33.5,5/13/2016,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,8/18/1992,91,Atlanta,USA,0:04:33:55
4291,Olympic Games Sydney 2000,04:33.6,9/16/2000,Women 400 Medley LCM Female,UKR,Ukraine,"KLOCHKOVA, Yana",F,8/7/1982,92,Sydney,AUS,0:04:33:59
4292,Flanders Swimming Cup 2014,04:33.6,1/25/2014,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,2/26/1993,93,Antwerp,BEL,0:04:33:64
4293,British National Championships (50m),04:33.7,4/18/2015,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,2/26/1993,94,London,GBR,0:04:33:66
4294,7th National City Games 2011,04:33.7,10/17/2011,Women 400 Medley LCM Female,CHN,People's Republic of China,"YE, Shiwen",F,3/1/1996,95,Nanchang,CHN,0:04:33:66
4295,US Olympic Team Trials - Swimming,04:33.7,6/26/2016,Women 400 Medley LCM Female,USA,United States of America,"DI RADO, Maya",F,4/5/1993,96,Omaha,USA,0:04:33:73
4296,Olympic Games Rio 2016,04:33.7,8/6/2016,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,97,Rio de Janeiro,BRA,0:04:33:74
4297,European Championships 2012,04:33.8,5/21/2012,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,98,Debrecen,HUN,0:04:33:76
4298,Mare Nostrum -  Meeting International de Canet-en-Roussillon 2019,04:33.8,6/12/2019,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,99,Canet-en-Roussillon,FRA,0:04:33:77
4299,13th Pan Pacific Championships 2018,04:33.8,8/9/2018,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10/18/1995,100,Tokyo,JPN,0:04:33:77
4300,Olympic Games London 2012,04:33.8,7/28/2012,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,101,London,GBR,0:04:33:77
4301,16th Asian Games 2010,04:33.8,11/14/2010,Women 400 Medley LCM Female,CHN,People's Republic of China,"YE, Shiwen",F,3/1/1996,102,Guangzhou,CHN,0:04:33:79
4302,Mare Nostrum - 32th Meeting International de Natation de Monte Carlo 2014,04:33.8,6/7/2014,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,103,Monaco,MON,0:04:33:80
4303,US Olympic Team Trials - Wave II,04:33.8,6/13/2021,Women 400 Medley LCM Female,USA,United States of America,"WEYANT, Emma",F,12/24/2001,104,Omaha,USA,0:04:33:81
4304,Japan Open 2019,04:33.8,5/31/2019,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10/18/1995,105,Tokyo,JPN,0:04:33:81
4305,Open de France 2017,04:33.8,7/2/2017,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,106,Chartres,FRA,0:04:33:81
4306,Meeting International FFN - Golden Tour,04:33.8,3/22/2019,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,107,Marseille,FRA,0:04:33:83
4307,US National Championships (50m),04:33.9,6/29/2017,Women 400 Medley LCM Female,USA,United States of America,"SMITH, Leah",F,4/19/1995,108,Indianapolis,USA,0:04:33:86
4308,FINA/airweave Swimming World Cup 2015,04:33.9,11/7/2015,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,109,Dubai,UAE,0:04:33:88
4309,17th FINA World Championships 2017,04:33.9,7/30/2017,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,110,Budapest,HUN,0:04:33:90
4310,Spanish Open Spring Swimming Championships,04:33.9,3/29/2012,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,111,Malaga,ESP,0:04:33:91
4311,US Olympic Team Trials - Wave II,04:34.0,6/13/2021,Women 400 Medley LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,112,Omaha,USA,0:04:33:96
4312,Arena Pro Swim Series at Santa Clara 2015,04:34.0,6/19/2015,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,113,Santa Clara,USA,0:04:34:04
4313,11th Pan Pacific Championships 2010,04:34.0,8/19/2010,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,8/18/1992,114,Irvine,USA,0:04:34:04
4314,US Olympic Team Trials - Wave II,04:34.1,6/13/2021,Women 400 Medley LCM Female,USA,United States of America,"MARGALIS, Melanie",F,12/30/1991,115,Omaha,USA,0:04:34:08
4315,Olympic Games Rio 2016,04:34.1,8/6/2016,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,2/26/1993,116,Rio de Janeiro,BRA,0:04:34:08
4316,Mare Nostrum -  35th Meeting International de Natation de Monte Carlo 2017,04:34.1,6/10/2017,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,117,Monaco,MON,0:04:34:12
4317,British National Championships (50m),04:34.1,4/18/2017,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,118,Sheffield,GBR,0:04:34:12
4318,Mare Nostrum - 34th Meeting International de Natation de Monte Carlo 2016,04:34.1,6/4/2016,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,119,Monaco,MON,0:04:34:14
4319,Romanian International Swimming Championships 2016,04:34.1,5/25/2016,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,120,Bucharest,ROU,0:04:34:14
4320,Mare Nostrum - 33th Meeting International de Natation de Monte Carlo 2015,04:34.2,6/13/2015,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,121,Monaco,MON,0:04:34:16
4321,15th FINA World Championships 2013,04:34.2,8/4/2013,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,122,Barcelona,ESP,0:04:34:16
4322,European Championships 2018,04:34.2,8/3/2018,Women 400 Medley LCM Female,FRA,France,"LESAFFRE, Fantine",F,11/10/1994,123,Glasgow,GBR,0:04:34:17
4323,Mare Nostrum -  Meeting International de Canet-en-Roussillon 2015,04:34.2,6/7/2015,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,124,Canet-en-Roussillon,FRA,0:04:34:17
4324,Olympic Games London 2012,04:34.2,7/28/2012,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,125,London,GBR,0:04:34:17
4325,Swim Cup 2013,04:34.2,4/4/2013,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,126,Eindhoven,NED,0:04:34:21
4326,14th FINA World Championships 2011,04:34.2,7/31/2011,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,127,Shanghai,CHN,0:04:34:22
4327,14th FINA World Championships 2011,04:34.2,7/31/2011,Women 400 Medley LCM Female,AUS,Australia,"RICE, Stephanie",F,6/17/1988,128,Shanghai,CHN,0:04:34:23
4328,Olympic Games Beijing 2008,04:34.2,8/10/2008,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,8/18/1992,129,Beijing,CHN,0:04:34:24
4329,FINA Swimming World Cup 2019,04:34.3,8/3/2019,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10/18/1995,130,Tokyo,JPN,0:04:34:27
4330,Chinese National Championships (50m),04:34.3,4/1/2013,Women 400 Medley LCM Female,CHN,People's Republic of China,"YE, Shiwen",F,3/1/1996,131,Zhengzhou,CHN,0:04:34:27
4331,Olympic Games London 2012,04:34.3,7/28/2012,Women 400 Medley LCM Female,CHN,People's Republic of China,"LI, Xuanxu",F,2/5/1994,132,London,GBR,0:04:34:28
4332,18th Luxembourg Euro Meet 2016,04:34.3,1/29/2016,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,133,Luxembourg,LUX,0:04:34:33
4333,US National Championships (50m),04:34.3,6/25/2013,Women 400 Medley LCM Female,USA,United States of America,"DI RADO, Maya",F,4/5/1993,134,Indianapolis,USA,0:04:34:34
4334,Olympic Games Beijing 2008,04:34.3,8/10/2008,Women 400 Medley LCM Female,ITA,Italy,"FILIPPI, Alessia",F,6/23/1987,135,Beijing,CHN,0:04:34:34
4335,FINA Swimming World Cup 2019,04:34.4,10/5/2019,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,136,Budapest,HUN,0:04:34:37
4336,Olympic Games Rio 2016,04:34.4,8/6/2016,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,8/18/1992,137,Rio de Janeiro,BRA,0:04:34:38
4337,29th Summer Universiade 2017,04:34.4,8/20/2017,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10/18/1995,138,Taipei City,TPE,0:04:34:40
4338,FINA Swimming World Cup 2019,04:34.5,8/3/2019,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,139,Tokyo,JPN,0:04:34:47
4339,US Olympic Team Trials,04:34.5,6/25/2012,Women 400 Medley LCM Female,USA,United States of America,"LEVERENZ, Caitlin",F,2/26/1991,140,Omaha,USA,0:04:34:48
4340,17th FINA World Championships 2017,04:34.5,7/30/2017,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10/18/1995,141,Budapest,HUN,0:04:34:50
4341,15th FINA World Championships 2013,04:34.5,8/4/2013,Women 400 Medley LCM Female,HUN,Hungary,"JAKABOS, Zsuzsanna",F,4/3/1989,142,Barcelona,ESP,0:04:34:50
4342,US National Championships (50m),04:34.5,6/25/2013,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,8/18/1992,143,Indianapolis,USA,0:04:34:50
4343,US Olympic Team Trials - Wave II,04:34.5,6/13/2021,Women 400 Medley LCM Female,USA,United States of America,"SMITH, Leah",F,4/19/1995,144,Omaha,USA,0:04:34:55
4344,Olympic Games Beijing 2008,04:34.5,8/9/2008,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,8/18/1992,145,Beijing,CHN,0:04:34:55
4345,18th Asian Games 2018,04:34.6,8/21/2018,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10/18/1995,146,Jakarta,INA,0:04:34:58
4346,13th FINA World Championships 2009,04:34.6,8/2/2009,Women 400 Medley LCM Female,AUS,Australia,"RICE, Stephanie",F,6/17/1988,147,Rome,ITA,0:04:34:62
4347,Olympic Games Beijing 2008,04:34.6,8/9/2008,Women 400 Medley LCM Female,USA,United States of America,"HOFF, Katie",F,6/3/1989,148,Beijing,CHN,0:04:34:63
4348,15th FINA World Championships 2013,04:34.6,8/4/2013,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,149,Barcelona,ESP,0:04:34:64
4349,55th International Trophy “Settecolli”,04:34.6,6/30/2018,Women 400 Medley LCM Female,ITA,Italy,"CUSINATO, Ilaria",F,10/5/1999,150,Rome,ITA,0:04:34:65
4350,55th International Trophy “Settecolli”,04:34.6,6/29/2018,Women 400 Medley LCM Female,ITA,Italy,"CUSINATO, Ilaria",F,10/5/1999,151,Rome,ITA,0:04:34:65
4351,Olympic Games Rio 2016,04:34.7,8/6/2016,Women 400 Medley LCM Female,JPN,Japan,"SHIMIZU, Sakiko",F,4/20/1992,152,Rio de Janeiro,BRA,0:04:34:66
4352,Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2012,04:34.7,6/2/2012,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,153,Barcelona,ESP,0:04:34:68
4353,European Championships 2014,04:34.7,8/18/2014,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,2/26/1993,154,Berlin,GER,0:04:34:69
4354,11th Pan Pacific Championships 2010,04:34.7,8/19/2010,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,8/18/1992,155,Irvine,USA,0:04:34:69
4355,Olympic Games Rio 2016,04:34.7,8/6/2016,Women 400 Medley LCM Female,CAN,Canada,"OVERHOLT, Emily",F,10/4/1997,156,Rio de Janeiro,BRA,0:04:34:70
4356,Olympic Games London 2012,04:34.7,7/28/2012,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,157,London,GBR,0:04:34:70
4357,European Championships 2021,04:34.8,5/17/2021,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,158,Budapest,HUN,0:04:34:76
4358,Open Dutch Championships,04:34.8,12/2/2011,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,159,Eindhoven,NED,0:04:34:76
4359,US National Championships (50m),04:34.8,8/2/2011,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,8/18/1992,160,Palo Alto,USA,0:04:34:78
4360,Meeting International FFN - Golden Tour,04:34.8,3/22/2019,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,161,Marseille,FRA,0:04:34:79
4361,16th FINA World Championships 2015,04:34.8,8/9/2015,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,162,Kazan,RUS,0:04:34:79
4362,US National Championships (50m),04:34.8,7/27/2018,Women 400 Medley LCM Female,USA,United States of America,"MCHUGH, Ally",F,5/14/1997,163,Irvine,USA,0:04:34:80
4363,13th FINA World Championships 2009,04:34.8,8/2/2009,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,8/18/1992,164,Rome,ITA,0:04:34:80
4364,Flanders Swimming Cup 2016,04:34.8,1/23/2016,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,2/26/1993,165,Antwerp,BEL,0:04:34:82
4365,Olympic Games Athens 2004,04:34.8,8/14/2004,Women 400 Medley LCM Female,UKR,Ukraine,"KLOCHKOVA, Yana",F,8/7/1982,166,Athens,GRE,0:04:34:83
4366,Canadian Swimming Trials 2022,04:34.9,4/9/2022,Women 400 Medley LCM Female,CAN,Canada,"MCINTOSH, Summer",F,8/18/2006,167,Victoria,CAN,0:04:34:86
4367,Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2014,04:34.9,6/14/2014,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,2/26/1993,168,Barcelona,ESP,0:04:34:87
4368,Chinese National Championships (50m),04:34.9,9/4/2013,Women 400 Medley LCM Female,CHN,People's Republic of China,"LI, Xuanxu",F,2/5/1994,169,Shenyang ,CHN,0:04:34:89
4369,Olympic Games Tokyo 2020,04:34.9,7/25/2021,Women 400 Medley LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,170,Tokyo,JPN,0:04:34:90
4370,21st Commonwealth Games 2018,04:34.9,4/5/2018,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,2/26/1993,171,Gold Coast,AUS,0:04:34:90
4371,9th French Swimming Open,04:34.9,7/5/2015,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,172,Vichy,FRA,0:04:34:90
4372,13th FINA World Championships 2009,04:34.9,8/2/2009,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,8/18/1992,173,Rome,ITA,0:04:34:90
4373,Maria Lenk Trophy,04:34.9,4/21/2014,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,174,Sao Paulo,BRA,0:04:34:91
4374,Spanish Open Swimming Championships,04:34.9,3/31/2011,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,175,Madrid,ESP,0:04:34:91
4375,Chinese National Championships (50m),04:34.9,4/1/2012,Women 400 Medley LCM Female,CHN,People's Republic of China,"LI, Xuanxu",F,2/5/1994,176,Shaoxing,CHN,0:04:34:92
4376,15th FINA World Championships 2013,04:34.9,8/4/2013,Women 400 Medley LCM Female,CHN,People's Republic of China,"YE, Shiwen",F,3/1/1996,177,Barcelona,ESP,0:04:34:93
4377,15th FINA World Championships 2013,04:34.9,8/4/2013,Women 400 Medley LCM Female,HUN,Hungary,"JAKABOS, Zsuzsanna",F,4/3/1989,178,Barcelona,ESP,0:04:34:93
4378,Kosuke Kitajima Cup 2020,04:34.9,1/25/2020,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10/18/1995,179,Tokyo,JPN,0:04:34:94
4379,15th FINA World Championships 2013,04:34.9,8/4/2013,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,180,Barcelona,ESP,0:04:34:94
4380,14th FINA World Championships 2011,04:34.9,7/31/2011,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,181,Shanghai,CHN,0:04:34:94
4381,Amsterdam Swim Cup 2013,04:34.9,12/7/2013,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,2/26/1993,182,Amsterdam,NED,0:04:34:95
4382,14th FINA World Championships 2011,04:34.9,7/31/2011,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,8/18/1992,183,Shanghai,CHN,0:04:34:95
4383,Olympic Games Athens 2004,04:34.9,8/14/2004,Women 400 Medley LCM Female,USA,United States of America,"SANDENO, Kaitlin",F,3/13/1983,184,Athens,GRE,0:04:34:95
4384,Olympic Games Rio 2016,04:35.0,8/6/2016,Women 400 Medley LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,8/18/1992,185,Rio de Janeiro,BRA,0:04:34:98
4385,Olympic Games London 2012,04:35.0,7/28/2012,Women 400 Medley LCM Female,GBR,Great Britain,"MILEY, Hannah",F,8/8/1989,186,London,GBR,0:04:34:98
4386,Spanish National Championships (50m),04:35.0,4/9/2017,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,187,Pontevedra,ESP,0:04:35:01
4387,Japan Open 2018,04:35.0,5/25/2018,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10/18/1995,188,Tokyo,JPN,0:04:35:03
4388,Olympic Games Rio 2016,04:35.0,8/6/2016,Women 400 Medley LCM Female,GBR,Great Britain,"WILLMOTT, Aimee",F,2/26/1993,189,Rio de Janeiro,BRA,0:04:35:04
4389,2016 Konami Open,04:35.0,2/19/2016,Women 400 Medley LCM Female,JPN,Japan,"SHIMIZU, Sakiko",F,4/20/1992,190,Tokyo,JPN,0:04:35:04
4390,European Championships 2018,04:35.0,8/3/2018,Women 400 Medley LCM Female,ITA,Italy,"CUSINATO, Ilaria",F,10/5/1999,191,Glasgow,GBR,0:04:35:05
4391,US National Championships (50m),04:35.1,7/27/2018,Women 400 Medley LCM Female,USA,United States of America,"FORDE, Brooke",F,3/4/1999,192,Irvine,USA,0:04:35:09
4392,European Championships 2002,04:35.1,7/29/2002,Women 400 Medley LCM Female,UKR,Ukraine,"KLOCHKOVA, Yana",F,8/7/1982,193,Berlin,GER,0:04:35:10
4393,Olympic Games Beijing 2008,04:35.1,8/9/2008,Women 400 Medley LCM Female,ITA,Italy,"FILIPPI, Alessia",F,6/23/1987,194,Beijing,CHN,0:04:35:11
4394,Olympic Games Beijing 2008,04:35.1,8/9/2008,Women 400 Medley LCM Female,AUS,Australia,"RICE, Stephanie",F,6/17/1988,195,Beijing,CHN,0:04:35:11
4395,Olympic Games Tokyo 2020,04:35.1,7/25/2021,Women 400 Medley LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,196,Tokyo,JPN,0:04:35:13
4396,Japan National Championships (50m),04:35.1,4/3/2021,Women 400 Medley LCM Female,JPN,Japan,"OHASHI, Yui",F,10/18/1995,197,Tokyo,JPN,0:04:35:14
4397,Canadian Swimming Trials 2019,04:35.1,4/4/2019,Women 400 Medley LCM Female,CAN,Canada,"PICKREM, Sydney",F,5/21/1997,198,Toronto,CAN,0:04:35:15
4398,14th FINA World Championships 2011,04:35.1,7/31/2011,Women 400 Medley LCM Female,CHN,People's Republic of China,"YE, Shiwen",F,3/1/1996,199,Shanghai,CHN,0:04:35:15
4399,13th FINA World Championships 2009,04:35.1,8/2/2009,Women 400 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,200,Rome,ITA,0:04:35:15
